name,address,city/town,district,postcode,state,latitude,longitude,gmaps_link,operating_day,operating_hour,parking,area_m2,amenities,status,total_shop,source,local_authorities,category
TAMAN SAUJANA,JALAN PUSING,PUSING,,31000,Perak,,,,KHAMIS,,700,2200,,,116,,MAJLIS DAERAH BATU GAJAH,PASAR MALAM
BATU GAJAH,JALAN PANDAK AKHAT,BATU GAJAH,,31000,Perak,,,,SELASA,,700,2200,,,270,,MAJLIS DAERAH BATU GAJAH,PASAR MALAM
BATU GAJAH PERDANA PERSIARAN 10,JALAN PUSING,BATU GAJAH,,31550,Perak,,,,AHAD,,700,2200,,,92,,MAJLIS DAERAH BATU GAJAH,PASAR MALAM
BANDAR SRI PENGKALAN,JALAN PUSING,BATU GAJAH,,31550,Perak,,,,JUMAAT,,700,2200,,,149,,MAJLIS DAERAH BATU GAJAH,PASAR MALAM
TRONOH,JALAN SIPUTEH,SIPUTEH,,31560,Perak,,,,JUMAAT,,700,2200,,,52,,MAJLIS DAERAH BATU GAJAH,PASAR MALAM
BANDAR PULAI JAYA,HALA PULAI JAYA,BATU GAJAH,,31300,Perak,,,,SABTU,,700,2200,,,87,,MAJLIS DAERAH BATU GAJAH,PASAR MALAM
TG.TUALANG,JALAN KAMPAR,BATU GAJAH,,31000,Perak,,,,JUMAAT,,700,2200,,,146,,MAJLIS DAERAH BATU GAJAH,PASAR MALAM
TAMAN SERI RAIA,KAMPUNG KEPAYANG,BATU GAJAH,,31300,Perak,,,,RABU,,700,2200,,,30,,MAJLIS DAERAH BATU GAJAH,0
TAMAN RAIA MESRA,KAMPUNG KEPAYANG,BATU GAJAH,,31000,Perak,,,,ISNIN,,700,2200,,,25,,MAJLIS DAERAH BATU GAJAH,PASAR MALAM
PASAR MALAM TANJONG MALIM,0,TANJONG MALIM,,35900,Perak,,,,SABTU,,1500,2200,,,380,,MAJLIS DAERAH TANJONG MALIM,PASAR MALAM
PASAR MALAM BEHRANG 2020,JALAN WAWASAN DAGANGAN 2,TANJONG MALIM,,35900,Perak,,,,SELASA,,1500,2200,,,68,,MAJLIS DAERAH TANJONG MALIM,PASAR MALAM
PASAR MALAM TAMAN SEKIAH MAKMUR,0,BEHRANG ULU,,35950,Perak,,,,RABU,,1500,2200,,,20,,MAJLIS DAERAH TANJONG MALIM,PASAR MALAM
PASAR MALAM SLIM RIVER,JALAN PASAR,SLIM RIVER,,35800,Perak,,,,KHAMIS,,1500,2200,,,225,,MAJLIS DAERAH TANJONG MALIM,PASAR MALAM
PASAR LAMBAK BEHRANG STESEN,JALAN BESAR,BEHRANG STESEN,,35950,Perak,,,,JUMAAT,,700,1200,,,85,,MAJLIS DAERAH TANJONG MALIM,PASAR LAMBAK
PASAR LAMBAK SLIM VILLAGE,JALAN TAYLOR,SLIM VILLAGE,,35800,Perak,,,,SABTU,,700,1200,,,82,,MAJLIS DAERAH TANJONG MALIM,PASAR LAMBAK
PASAR LAMBAK SLIM RIVER,JALAN PASAR,SLIM RIVER,,35800,Perak,,,,AHAD,,700,1200,,,220,,MAJLIS DAERAH TANJONG MALIM,PASAR LAMBAK
PASAR AWAM TANJONG MALIM,0,TANJONG MALIM,,35900,Perak,,,,SETIAP HARI,,600,1400,,,120,,MAJLIS DAERAH TANJONG MALIM,PASAR AWAM TANJONG MALIM
PASAR AWAM BEHRANG STESEN,JALAN BESAR,BEHRANG STESEN,,35950,Perak,,,,SETIAP HARI,,600,1400,,,30,,MAJLIS DAERAH TANJONG MALIM,PASAR AWAM BEHRANG STESEN
PASAR AWAM SLIM RIVER,JALAN PASAR,SLIM RIVER,,35800,Perak,,,,SETIAP HARI,,600,1400,,,60,,MAJLIS DAERAH TANJONG MALIM,PASAR AWAM SLIM RIVER
PASAR AWAM SLIM VILLAGE,JALAN TAYLOR,SLIM VILLAGE,,35800,Perak,,,,SETIAP HARI,,600,1400,,,8,,MAJLIS DAERAH TANJONG MALIM,PASAR AWAM SLIM VILLAGE
PASAR TANI (FAMA),JALAN DOUGLAS,TANJONG MALIM,,35900,Perak,,,,RABU,,700,1300,,,50,,MAJLIS DAERAH TANJONG MALIM,PASAR TANI (FAMA)
PASAR TANI (PELADANG),JALAN DEW,SLIM RIVER,,35800,Perak,,,,KHAMIS,,700,1300,,,50,,MAJLIS DAERAH TANJONG MALIM,PASAR TANI (PELADANG)
KAMPAR,JALAN PASAR,KAMPAR,,31900,Perak,,,,SETIAP HARI,,500,1300,,,333,,MAJLIS DAERAH KAMPAR,PASAR AWAM
MALIM NAWAR,JALAN MALM NAWAR,MALIM NAWAR,,31700,Perak,,,,SETIAP HARI,,500,1300,,,97,,MAJLIS DAERAH KAMPAR,PASAR AWAM
MAMBANG DIAWAN FASA,JALAN HARUAN,MAMBANG DIAWAN,,31950,Perak,,,,SETIAP HARI,,500,1300,,,76,,MAJLIS DAERAH KAMPAR,PASAR AWAM
JERAM,JALAN BESAR,JERAM,,31850,Perak,,,,SETIAP HARI,,600,1200,,,57,,MAJLIS DAERAH KAMPAR,PASAR AWAM
GOPENG,JALAN PASAR,GOPENG,,31600,Perak,,,,SETIAP HARI,,500,1500,,,95,,MAJLIS DAERAH KAMPAR,PASAR AWAM
LAWAN KUDA,JALAN BESAR,GOPENG,,31600,Perak,,,,SETIAP HARI,,600,1300,,,87,,MAJLIS DAERAH KAMPAR,PASAR AWAM
KOPISAN,JALAN PASAR,GOPENG,,31600,Perak,,,,SETIAP HARI,,600,1300,,,46,,MAJLIS DAERAH KAMPAR,PASAR AWAM
TRONOH MINES,JALAN BESAR,KAMPAR,,31910,Perak,,,,SETIAP HARI,,600,1300,,,26,,MAJLIS DAERAH KAMPAR,PASAR AWAM
MAMBANG DIAWAN,JALAN HARUAN,MAMBANG DIAWAN,,31950,Perak,,,,ISNIN,,630,1230,,,118,,MAJLIS DAERAH KAMPAR,PASAR SEHARI
GOPENG,JALAN PASAR,GOPENG,,31600,Perak,,,,SELASA,,630,1230,,,110,,MAJLIS DAERAH KAMPAR,PASAR SEHARI
JERAM,JALAN BESAR,JERAM,,31850,Perak,,,,RABU,,630,1230,,,56,,MAJLIS DAERAH KAMPAR,PASAR SEHARI
KOPISAN,JALAN PASAR,GOPENG,,31600,Perak,,,,KHAMIS,,630,1230,,,73,,MAJLIS DAERAH KAMPAR,PASAR SEHARI
LAWAN KUDA,JALAN BESAR,GOPENG,,31600,Perak,,,,JUMAAT,,630,1230,,,121,,MAJLIS DAERAH KAMPAR,PASAR SEHARI
MALIM NAWAR,BELAKANG PASAR,MALIM NAWAR,,31700,Perak,,,,SABTU,,630,1230,,,161,,MAJLIS DAERAH KAMPAR,PASAR SEHARI
LAWAN KUDA,JALAN BESAR,GOPENG,,31600,Perak,,,,ISNIN,,1630,2030,,,152,,MAJLIS DAERAH KAMPAR,PASAR MALAM
MALIM NAWAR,BELAKANG PASAR,MALIM NAWAR,,31700,Perak,,,,SELASA,,1630,2100,,,125,,MAJLIS DAERAH KAMPAR,PASAR MALAM
TAMAN BANDAR BARU,JALAN BATU SINAR,KAMPAR,,31900,Perak,,,,RABU,,1630,2100,,,203,,MAJLIS DAERAH KAMPAR,PASAR MALAM
MAMBANG DIAWAN,JALAN HARUAN,MAMBANG DIAWAN,,31950,Perak,,,,KHAMIS,,1630,2100,,,79,,MAJLIS DAERAH KAMPAR,PASAR MALAM
TAMAN MELAYU JAYA,JALAN CENGAL,KAMPAR,,31900,Perak,,,,JUMAAT,,1630,2100,,,44,,MAJLIS DAERAH KAMPAR,PASAR MALAM
KAMPAR,JALAN TOKONG,KAMPAR,,31900,Perak,,,,SABTU,,1630,2000,,,97,,MAJLIS DAERAH KAMPAR,PASAR MALAM
KAMPUNG PASIR,JALAN KAMPAR IPOH,JERAM,,31850,Perak,,,,AHAD,,1630,2,,,64,,MAJLIS DAERAH KAMPAR,PASAR MALAM
GOPENG,JALAN MASJID,GOPENG,,31600,Perak,,,,AHAD,,1630,2100,,,66,,MAJLIS DAERAH KAMPAR,PASAR MALAM
FAMA,JALAN IDRIS,KAMPAR,,31900,Perak,,,,RABU,,700,1200,,,10,,MAJLIS DAERAH KAMPAR,PASAR TANI
KAMPAR,JALAN PASAR,KAMPAR,,31900,Perak,,,,SETIAP HARI,,630,1300,,,83,,MAJLIS DAERAH KAMPAR,PASAR HARIAN
FAMA,MASJID ANNUR KAMPAR,KAMPAR,,31900,Perak,,,,SABTU,,630,1200,,,30,,MAJLIS DAERAH KAMPAR,PASAR TANI
PASAR AWAM KAMPUNG GAJAH,JALAN SIPUNTUM,KAMPUNGGAJAH,,36800,Perak,,,,SETIAP HARI,,700,1200,,,8,,MAJLIS DAERAH PERAK TENGAH,PASAR AWAM
PASAR AWAM PARIT,"JALAN BESAR, PARIT",PARIT,,32800,Perak,,,,SETIAP HARI,,700,1200,,,46,,MAJLIS DAERAH PERAK TENGAH,PASAR AWAM
PASAR AWAM BOTA KANAN,"JALAN PUSAT KONSERVASI TUNTUNG, BOTA KANAN",BOTA KANAN,,32600,Perak,,,,SETIAP HARI,,700,1200,,,4,,MAJLIS DAERAH PERAK TENGAH,PASAR AWAM
PARIT,JALAN HAJI WAHAB,PARIT,,32800,Perak,,,,ISNIN,,700,1200,,,122,,MAJLIS DAERAH PERAK TENGAH,PASAR SEHARI
KAMPUNG GAJAH,"PASAR SEHARI KAMPUNG
 GAJAH",KAMPUNG GAJAH,,36800,Perak,,,,SELASA,,700,1200,,,173,,MAJLIS DAERAH PERAK TENGAH,PASAR SEHARI
BOTA KANAN,JALAN BOTA KANAN,BOTA KANAN,,32600,Perak,,,,SABTU,,700,1200,,,160,,MAJLIS DAERAH PERAK TENGAH,PASAR SEHARI
ISKANDAR PERDANA,ISKANDAR PERDANA,ISKANDAR PERDANA,,32610,Perak,,,,ISNIN,,1600,2100,,,135,,MAJLIS DAERAH PERAK TENGAH,PASAR MALAM
BANDAR U,"BANDAR UNIVERSITI,
 SERI ISKANDAR",BANDAR U,,32610,Perak,,,,RABU,,1600,2100,,,211,,MAJLIS DAERAH PERAK TENGAH,PASAR MALAM
PEKAN PARIT,JALAN HAJI WAHAB,PEKAN PARIT,,32800,Perak,,,,RABU,,700,1200,,,69,,MAJLIS DAERAH PERAK TENGAH,PASAR TANI
CHANGKAT LADA,DATARAN BELIA CHANGKAT LADA,CHANGKAT LADA,,36800,Perak,,,,KHAMIS,,700,1200,,,53,,MAJLIS DAERAH PERAK TENGAH,PASAR TANI
KAMPUNG GAJAH,KAMPUNG GAJAH,KAMPUNG GAJAH,,36800,Perak,,,,JUMAA,,700,1200,,,85,,MAJLIS DAERAH PERAK TENGAH,PASAR TANI
PARIT,JALAN HAJI WAHAB,PARIT,,32800,Perak,,,,SABTU,,700,1200,,,69,,MAJLIS DAERAH PERAK TENGAH,PASAR TANI
SERI ISKANDAR,ISKANDAR PERDANA,SERI ISKANDAR,,32610,Perak,,,,SABTU,,700,1200,,,18,,MAJLIS DAERAH PERAK TENGAH,PASAR TANI
PASAR AWAM BAGAN SERAI,0,BAGAN SERAI,,34300,Perak,,,,SETIAP HARI,,600,1900,,,30,,MAJLIS DAERAH KERIAN,PASAR AWAM
PASAR AWAM KUALA KURAU,JALAN SWEE LEE,KUALA KURAU,,34350,Perak,,,,SETIAP HARI,,600,1900,,,21,,MAJLIS DAERAH KERIAN,PASAR AWAM
PASAR AWAM PARIT BUNTAR,PUSAT BANDAR,PARIT BUNTAR,,34200,Perak,,,,SETIAP HARI,,600,1900,,,36,,MAJLIS DAERAH KERIAN,PASAR AWAM
TAPAK PENJAJA TITI SERONG,PEKAN TITI SERONG,PARIT BUNTAR,,34200,Perak,,,,SETIAP HARI,,600,1900,,,35,,MAJLIS DAERAH KERIAN,PASAR AWAM
PASAR AWAM BATU LIMA,PEKAN BATU LIMA,PARIT BUNTAR,,34200,Perak,,,,SETIAP HARI,,600,1900,,,31,,MAJLIS DAERAH KERIAN,PASAR AWAM
PASAR SEJAHTERA TANJUNG PIANDANG,TAMAN PIANDANG INDAH,TANJUNG PIANDANG,,34250,Perak,,,,SETIAP HARI,,600,1900,,,35,,MAJLIS DAERAH KERIAN,PASAR AWAM
"LORONG KERAMAT, BAGAN SERAI",LORONG KERAMAT,BAGAN SERAI,,34300,Perak,,,,SETIAP HARI,,800,1100,,,25,,MAJLIS DAERAH KERIAN,PASAR HARI
"PASAR AWAM, BAGAN SERAI",0,BAGAN SERAI,,34300,Perak,,,,SETIAP HARI,,800,1100,,,19,,MAJLIS DAERAH KERIAN,PASAR HARI
PEKAN KUALA KURAU,JALAN SWEE LEE,KUALA KURAU,,34350,Perak,,,,SETIAP HARI,,800,1100,,,22,,MAJLIS DAERAH KERIAN,PASAR HARI
"JALAN SYARIKAT, PARIT BUNTAR",JALAN SYARIKAT,PARIT BUNTAR,,34200,Perak,,,,SETIAP HARI,,800,1100,,,28,,MAJLIS DAERAH KERIAN,PASAR HARI
"PASAR AWAM, PARIT BUNTAR",PUSAT BANDAR,PARIT BUNTAR,,34200,Perak,,,,"SABTU, AHAD",,800,1100,,,32,,MAJLIS DAERAH KERIAN,PASAR HARI
PEKAN TANJUNG PIANDANG,JALAN BESAR TANJUNG PIANDANG,TANJUNG PIANDANG,,34250,Perak,,,,SETIAP HARI,,800,1100,,,30,,MAJLIS DAERAH KERIAN,PASAR HARI
PEKAN BAGAN SERAI,JALAN SYED THAUPY 2,BAGAN SERAI,,34300,Perak,,,,ISNIN,,1700,2200,,,53,,MAJLIS DAERAH KERIAN,PASAR MALAM
PEKAN BUKIT MERAH,0,BAGAN SERAI,,34310,Perak,,,,SELASA,,1600,2200,,,60,,MAJLIS DAERAH KERIAN,PASAR MALAM
PEKAN ALOR PONGSU,JALAN STESEN,BAGAN SERAI,,34300,Perak,,,,SELASA,,1630,1900,,,63,,MAJLIS DAERAH KERIAN,PASAR MALAM
SUNGAI GEDONG,SUNGAI GEDONG,BAGAN SERAI,,34300,Perak,,,,KHAMIS,,1700,2100,,,52,,MAJLIS DAERAH KERIAN,PASAR MALAM
LEMBAH BERIAH,0,BAGAN SERAI,,34400,Perak,,,,SABTU,,1700,2100,,,55,,MAJLIS DAERAH KERIAN,PASAR MALAM
JALAN PANTAI KUALA KURAU,JALAN PANTAI,KUALA KURAU,,34350,Perak,,,,RABU,,1800,2200,,,48,,MAJLIS DAERAH KERIAN,PASAR MALAM
"TAMAN KERIAN PERMAI, PARIT BUNTAR",JALAN PERMAI 3,PARIT BUNTAR,,34200,Perak,,,,KHAMIS,,1600,2000,,,60,,MAJLIS DAERAH KERIAN,PASAR MALAM
PEKAN LAMA PARIT BUNTAR,JALAN THE PEH KONG,PARIT BUNTAR,,34200,Perak,,,,JUMAAT,,1700,2300,,,95,,MAJLIS DAERAH KERIAN,PASAR MALAM
PEKAN BATU LIMA JALAN BAHARU,0,PARIT BUNTAR,,34200,Perak,,,,SABTU,,1600,2200,,,58,,MAJLIS DAERAH KERIAN,PASAR MALAM
SIMPANG TIGA SELINSING,JALAN SELINSING,SEMANGGOL,,34400,Perak,,,,ISNIN,,1630,1900,,,42,,MAJLIS DAERAH KERIAN,PASAR MALAM
"TAMAN INDAH JAYA,KAMPUNG JAYA",TAMAN INDAH JAYA,SEMANGGOL,,34400,Perak,,,,ISNIN,,1630,1900,,,48,,MAJLIS DAERAH KERIAN,PASAR MALAM
PEKAN SELINSING,PEKAN SELINSING,SEMANGGOL,,34400,Perak,,,,KHAMIS,,1630,1900,,,50,,MAJLIS DAERAH KERIAN,PASAR MALAM
PEKAN SEMANGGOL,PEKAN SEMANGGOL,SEMANGGOL,,34400,Perak,,,,SABTU,,1630,1900,,,45,,MAJLIS DAERAH KERIAN,PASAR MALAM
KAMPUNG TEBUK PANCUR,TEBUK PANCUR,SEMANGGOL,,34400,Perak,,,,AHAD,,1630,1900,,,45,,MAJLIS DAERAH KERIAN,PASAR MALAM
PEKAN TANJUNG PIANDANG,JALAN PANTAI,TANJUNG PIANDANG,,34250,Perak,,,,SELASA,,1700,2200,,,57,,MAJLIS DAERAH KERIAN,PASAR MALAM
"PEKAN SUNGAI BARU, TANJUNG PIANDANG",JALAN PANTAI,TANJUNG PIANDANG,,34250,Perak,,,,KHAMIS,,1630,2100,,,60,,MAJLIS DAERAH KERIAN,PASAR MALAM
PEKAN TITI SERONG,LOT 7941 DAN 7943 PEKAN TITI SERONG,TITI SERONG,,34200,Perak,,,,ISNIN,,1630,2130,,,49,,MAJLIS DAERAH KERIAN,PASAR MALAM
PEKAN ALOR PONGSU,JALAN STESEN,ALOR PONGSU,,34310,Perak,,,,SABTU,,800,1100,,,35,,MAJLIS DAERAH KERIAN,PASAR PAGI
MASJID TINGGI,JALAN BANJAR,BAGAN SERAI,,34300,Perak,,,,KHAMIS,,800,1100,,,40,,MAJLIS DAERAH KERIAN,PASAR PAGI
PEKAN BAGAN TIANG,"JALAN BESAR, PEKAN BAGAN TIANG",BAGAN SERAI,,34200,Perak,,,,SABTU,,800,1100,,,38,,MAJLIS DAERAH KERIAN,PASAR PAGI
SUNGAI GEDONG,SUNGAI GEDONG,BAGAN SERAI,,34300,Perak,,,,AHAD,,800,1100,,,35,,MAJLIS DAERAH KERIAN,PASAR PAGI
PEKAN BATU LIMA,PEKAN BATU LIMA,PARIT BUNTAR,,34200,Perak,,,,RABU,,800,1100,,,32,,MAJLIS DAERAH KERIAN,PASAR PAGI
PEKAN SEMANGGOL,PEKAN SEMANGGOL,SEMANGGOL,,34400,Perak,,,,SELASA,,800,1100,,,32,,MAJLIS DAERAH KERIAN,PASAR PAGI
PEKAN TANJUNG PIANDANG,JALAN PANTAI,TANJUNG PIANDANG,,34250,Perak,,,,ISNIN,,800,1100,,,32,,MAJLIS DAERAH KERIAN,PASAR PAGI
PEKAN TITI SERONG,PEKAN TITI SERONG,TITI SERONG,,34200,Perak,,,,AHAD,,700,1130,,,38,,MAJLIS DAERAH KERIAN,PASAR PAGI
PASAR TANI PUSAT BANDAR BAGAN SERAI,JALAN HARMONI,BAGAN SERAI,,34300,Perak,,,,JUMAAT,,1600,1900,,,39,,MAJLIS DAERAH KERIAN,PASAR TANI
PASAR TANI TAMAN KERIAN,JALAN PERUSAHAAN,PARIT BUNTAR,,34200,Perak,,,,"SELASA, RABU",,1700,2000,,,50,,MAJLIS DAERAH KERIAN,PASAR TANI
PASAR SEHARI TAPAH,PASAR AWAM TAPAH,TAPAH,,35000,Perak,,,,KHAMIS,,600,1200,,,0,,MAJLIS DAERAH TAPAH,PASAR SEHARI
PASAR SEHARI CHENDERIANG,PEKAN CHENDERIANG,CHENDERIANG,,35300,Perak,,,,SELASA,,600,1200,,,0,,MAJLIS DAERAH TAPAH,PASAR SEHARI
PASAR SEHARI AIR KUNING,JALAN BANIR,AIR KUNING,,31900,Perak,,,,SELASA,,600,1200,,,0,,MAJLIS DAERAH TAPAH,PASAR SEHARI
PASAR SEHARI SUNGKAI,PASAR AWAM SUNGKAI,SUNGKAI,,35600,Perak,,,,AHAD,,600,1200,,,0,,MAJLIS DAERAH TAPAH,PASAR SEHARI
PASAR SEHARI SG LESONG,0,SG LESONG,,31900,Perak,,,,JUMAAT,,600,1200,,,0,,MAJLIS DAERAH TAPAH,PASAR SEHARI
PASAR MALAM TAPAH,PASAR AWAM TAPAH,TAPAH,,35000,Perak,,,,SABTU,,1600,2300,,,0,,MAJLIS DAERAH TAPAH,PASAR MALAM
PASAR MALAM TAPAH ROAD,UNIRESIDENSI TAPAH,TAPAH ROAD,,35400,Perak,,,,JUMAAT,,1600,2300,,,0,,MAJLIS DAERAH TAPAH,PASAR MALAM
PASAR MALAM AIR KUNING,TAMAN ELOK,AIR KUNING,,31900,Perak,,,,JUMAAT,,1600,2300,,,0,,MAJLIS DAERAH TAPAH,PASAR MALAM
PASAR MALAM TEMOH,DATARAN AMANJAYA,TEMOH,,35350,Perak,,,,AHAD,,1600,2300,,,0,,MAJLIS DAERAH TAPAH,PASAR MALAM
PASAR MALAM CHENDERIANG,PEKAN CHENDERIANG,CHENDERIANG,,35300,Perak,,,,SELASA,,1600,2300,,,0,,MAJLIS DAERAH TAPAH,PASAR MALAM
PASAR MALAM BIDOR,MEDAN SELERA BIDOR,BIDOR,,35500,Perak,,,,RABU,,1600,2300,,,0,,MAJLIS DAERAH TAPAH,PASAR MALAM
PASAR MALAM BIDOR BOTANI,TAMAN BIDOR BOTANI,BIDOR,,35500,Perak,,,,ISNIN,,1600,2300,,,0,,MAJLIS DAERAH TAPAH,PASAR MALAM
PASAR MALAM SUNGKAI,PASAR AWAM SUNGKAI,SUNGKAI,,35600,Perak,,,,SELASA,,1600,2300,,,0,,MAJLIS DAERAH TAPAH,PASAR MALAM
PASAR MALAM SUNGKAI PERDANA,TAMAN SUNGKAI PERDANA,SUNGKAI,,35600,Perak,,,,JUMAAT,,1600,2300,,,0,,MAJLIS DAERAH TAPAH,PASAR MALAM
PASAR TANI TAPAH,PASAR AWAM TAPAH,TAPAH,,35000,Perak,,,,SELASA,,600,1200,,,0,,MAJLIS DAERAH TAPAH,PASAR TANI
PASAR TANI KAWASAN MASJID TAPAH,TAPAK PAKIR MASJID TAPAH,TAPAH,,35000,Perak,,,,AHAD,,600,1200,,,0,,MAJLIS DAERAH TAPAH,PASAR TANI
PASAR AWAM TAPAH,JALAN TEMOH,TAPAH,,35000,Perak,,,,SETIAP HARI,,600,1200,,,0,,MAJLIS DAERAH TAPAH,PASAR AWAM
PASAR AWAM BIDOR,JALAN PASAR,BIDOR,,35500,Perak,,,,SETIAP HARI,,600,1200,,,150,,MAJLIS DAERAH TAPAH,PASAR AWAM
PASAR AWAM SUNGKAI,JALAN PASAR,SUNGKAI,,35600,Perak,,,,SETIAP HARI,,600,1200,,,69,,MAJLIS DAERAH TAPAH,PASAR AWAM
PASAR AWAM TAPAH ROAD,JALAN BESAR,TAPAH ROAD,,35400,Perak,,,,SETIAP HARI,,600,1200,,,32,,MAJLIS DAERAH TAPAH,PASAR AWAM
PASAR AWAM AIR KUNING,JALAN BANIR,AIR KUNING,,31920,Perak,,,,SETIAP HARI,,600,1000,,,12,,MAJLIS DAERAH TAPAH,PASAR AWAM
PASAR AWAM CHENDERIANG,JALAN PASAR,CHENDERIANG,,35300,Perak,,,,SETIAP HARI,,600,1000,,,10,,MAJLIS DAERAH TAPAH,PASAR AWAM
PASAR AWAM COLDSTREAM,KAMPUNG BARU COLDSTREAM,BIDOR,,35500,Perak,,,,SETIAP HARI,,600,1000,,,6,,MAJLIS DAERAH TAPAH,PASAR AWAM
PASAR MALAM GERIK,"JALAN KUALA
 KENDERONG",GERIK,,33300,Perak,,,,JUMAAT,,1500,2200,,,140,,MAJLIS DAERAH GERIK,PASAR MALAM
PASAR TANI GERIK,"JALAN KUALA
 KENDERONG",GERIK,,33300,Perak,,,,SELASA,,800,1300,,,34,,MAJLIS DAERAH GERIK,PASAR TANI
PASAR BASAH,"JALAN PERSIARAN
 PASAR",GERIK,,33300,Perak,,,,"SETIAP
 HARI",,600,1400,,,56,,MAJLIS DAERAH GERIK,PASAR AWAM
PASAR TIDAK HALAL,KAMPUNG BARU BATU 2,GERIK,,33300,Perak,,,,"SETIAP
 HARI",,600,1400,,,4,,MAJLIS DAERAH GERIK,PASAR KHINZIR
PASAR BORONG,"JALAN PERSIARAN
 PASAR",GERIK,,33300,Perak,,,,"SETIAP
 HARI",,600,1400,,,8,,MAJLIS DAERAH GERIK,PASAR BORONG
PASAR MALAM BUKIT BERTAM,BUKIT BERTAM,SELAMA,,34140,Perak,,,,SELASA,,1600,2100,,,50,,MAJLIS DAERAH SELAMA,PASAR MALAM
PASAR MALAM SG KERIAN,JLN SIR CHULAN,SELAMA,,34100,Perak,,,,SABTU,,1400,1900,,,70,,MAJLIS DAERAH SELAMA,PASAR MALAM
PASAR SUNGAI BAYUR,SUNGAI BAYUR,SELAMA,,34140,Perak,,,,JUMAAT,,600,1200,,,180,,MAJLIS DAERAH SELAMA,PASAR PAGI
PASAR KG MASJID,KG MASJID,SELAMA,,34150,Perak,,,,JUMAAT,,600,1200,,,100,,MAJLIS DAERAH SELAMA,PASAR PAGI
PASAR RANTAU PANJANG,RANTAU PANJANG,SELAMA,,34140,Perak,,,,RABU,,1500,1900,,,35,,MAJLIS DAERAH SELAMA,PASAR MALAM
PASAR RANTAU PANJANG,RANTAU PANJANG,SELAMA,,34140,Perak,,,,ISNIN,,700,1100,,,35,,MAJLIS DAERAH SELAMA,PASAR PAGI
PEKAN LENGGONG,"LOT 4467, LOT PERNIAGAAN 88",LENGGONG,,33400,Perak,,,,JUMAAT,,1600,2100,,,35,,MAJLIS DAERAH LENGGONG,PASAR MALAM
TASIK RABAN,DATARAN TASIK RABAN,LENGGONG,,33400,Perak,,,,ISNIN,,1600,2100,,,36,,MAJLIS DAERAH LENGGONG,PASAR MALAM
PEKAN LENGGONG,"LOT 4467, LOT PERNIAGAAN 88",LENGGONG,,33400,Perak,,,,SABTU,,700,100,,,130,,MAJLIS DAERAH LENGGONG,PASAR SEHARI
FAMA,JALAN ALANG ISKANDAR,LENGGONG,,33400,Perak,,,,KHAMIS,,700,100,,,12,,MAJLIS DAERAH LENGGONG,PASAR TANI
PASAR MALAM PENGKALAN HULU,JALAN PH SENTRAL,PENGKALAN HULU,,33100,Perak,,,,RABU,,1600,2100,,,74,,MAJLIS DAERAH PENGKALAN HULU,PASAR MALAM
PASAR BESAR PENGKALAN HULU,JALAN DATO' HJ. SHAMSUDDIN,PENGKALAN HULU,,33100,Perak,,,,SETIAP HARI KECUALI HARI KHAMIS,,700,1200,,,21,,MAJLIS DAERAH PENGKALAN HULU,PASAR AWAM
Pasar Malam Pekan Bedong,"32, JALAN TAMAN BANDAR BARU, TAMAN BANDAR BARU SUNGAI LALANG",,Bedong,8100,Kedah,5.70888555,100.5343206,https://maps.app.goo.gl/wFGHNjtTHC66Uyk1A,Ahad,5-10pm,3,,,,,,,
Pasar Malam Taman Arked,"106, JALAN FAIRUZ 9, KAWASAN PERUSAHAAN RINGAN BAKAR ARANG",,Sungai Petani,8000,Kedah,5.623995644,100.4720304,https://maps.app.goo.gl/WgDTmwQNFAZmofMi9,KHAMIS,4.30-10pm,3,,,,,,,
Pasar Malam Bandar Puteri Jaya,BANDAR PUTERI JAYA,,Sungai Petani,8000,Kedah,5.610612104,100.53134,https://maps.app.goo.gl/hXbnPG7fUBJ3ZUHK6,"RABU, AHAD",4.30-9pm,3,,,,,,,
Pasar Malam Taman Keladi,"365, LORONG ANGSANA 1, TAMAN KELADI",,Sungai Petani,8000,Kedah,5.616405079,100.5043822,https://maps.app.goo.gl/EDGRTCAE2tgy3s978,Ahad,5-10pm,3,,,,,,,
Pasar Malam Sungai Petani,,,,,Kedah,,,,Ahad,5-10pm,3,,,,,,,
Pasar Malam Taman Gurun Jaya,,,,,Kedah,,,,Isnin,5-10pm,3,,,,,,,
Pasar Malam Gurun,,,,,Kedah,,,,Isnin,5-10pm,3,,,,,,,
Pasar Malam Taman Sri Wang,,,,,Kedah,,,,Isnin,5-10pm,3,,,,,,,
Pasar Malam Taman Ria Jaya,"186, LORONG GAMELAN 2, TAMAN RIA JAYA",,Sungai Petani,8000,Kedah,5.65226461,100.5160021,https://maps.app.goo.gl/zNPkXkGgFzz91tiG7,"SELASA, SABTU",4-10pm,3,,,,,,,
Pasar Malam Taman Semarak,,,,,Kedah,,,,Rabu,5-10pm,3,,,,,,,
Pasar Malam Taman Kempas,JALAN KEMPAS,,Sungai Petani,8000,Kedah,5.590174389,100.4840231,https://maps.app.goo.gl/1pbgLcCRdswA9D6D6,JUMAAT,4-9.30pm,3,,,,,,,
