name,address,city/town,district,postcode,state,latitude,longitude,gmaps_link,operating_day,operating_hour,parking,area_m2,amenities,status,total_shop,source,local_authorities,category
P/L Sungai Isap,Sungai Isap Jaya,Kuantan,Kuantan,25150,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Lambak
P/L Gambang Damai,Gambang Damai,Gambang,Kuantan,25100,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Lambak
P/L UTC Pahang,Bandar Kuantan,Kuantan,Kuantan,25000,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Lambak
P/L Taman Sentosa,Air Putih,Kuantan,Kuantan,25050,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Lambak
P/L Taman Gelora,Taman Gelora,Kuantan,Kuantan,25050,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Lambak
P/L Nirwana Batu 3,Batu 3,Kuantan,Kuantan,25100,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Lambak
P/L Tanjung Pasir,Jalan Sg Lembing,Kuantan,Kuantan,25200,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Lambak
P/L Hentian Gambang,Hentian Gambang,Gambang,Kuantan,25150,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Lambak
Pasar Besar Kuantan,Pusat Bandar,Kuantan,Kuantan,25000,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Awam
Pasar Sejahtera,Beserah,Kuantan,Kuantan,25050,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Awam
Pasar Taman Tas,Taman Tas,Kuantan,Kuantan,26070,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Awam
Pasar Peramu,Peramu,Kuantan,Kuantan,25150,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Awam
Pasar Balok,Balok,Kuantan,Kuantan,25050,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Awam
Pasar Gambang,Gambang,Kuantan,Kuantan,25150,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Awam
Pasar Borong Lama,Kemunting,Kuantan,Kuantan,25100,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Awam
Pasar Borong Baru,Kemunting,Kuantan,Kuantan,25100,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Awam
Pasar Tanjung Api,Tanjung Api,Kuantan,Kuantan,25050,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Awam
P/T UTC,Pusat Bandar,Kuantan,Kuantan,25000,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Tani
P/T IM2,Indera Mahkota 2,Kuantan,Kuantan,25200,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Tani
P/T Beserah,Beserah,Kuantan,Kuantan,25050,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Tani
P/T Taman Impian,Jalan Sg Lembing,Kuantan,Kuantan,25200,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Tani
P/T Balok,Balok,Kuantan,Kuantan,25050,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Tani
P/T Hentian Gambang,Gambang,Kuantan,Kuantan,25150,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Tani
P/T masjid Sungai Isap,Sungai Isap,Kuantan,Kuantan,25150,Pahang,0,0,,,,,,,,,,MP Kuantan,Pasar Tani
Pasar Awam Bunga Cengkih,Bandar Baru Kuala Lipis,Kuala Lipis,Lipis,27200,Pahang,0,0,,,,,,,,,,MD Lipis,Pasar Awam
Pasar Awam Benta,Pekan Benta,Benta,Lipis,27300,Pahang,0,0,,,,,,,,,,MD Lipis,Pasar Awam
Pasar Awam Padang Tengku,Pekan Padang Tengku,Padang Tengku,Lipis,27100,Pahang,0,0,,,,,,,,,,MD Lipis,Pasar Awam
Pasar Awam Sungai Koyan,Felda Sungai Koyan,Sg Koyan,Lipis,27650,Pahang,0,0,,,,,,,,,,MD Lipis,Pasar Awam
Pasar Awam Merapoh,Pekan Merapoh,Merapoh,Lipis,27210,Pahang,0,0,,,,,,,,,,MD Lipis,Pasar Awam
Pasar Malam Lipis,Bandar Baru Kuala Lipis,Kuala Lipis,Lipis,27200,Pahang,0,0,,,,,,,,,,MD Lipis,Pasar Malam
Pasar Malam Desa Perwira,Taman Desa Perwira,Kuala Lipis,Lipis,27200,Pahang,0,0,,,,,,,,,,MD Lipis,Pasar Malam
Pasar Malam Benta,Pekan Benta,Benta,Lipis,27300,Pahang,0,0,,,,,,,,,,MD Lipis,Pasar Malam
Pasar Malam Padang Tengku,Pekan Padang Tengku,Padang Tengku,Lipis,27100,Pahang,0,0,,,,,,,,,,MD Lipis,Pasar Malam
Pasar Tani Bandar Baru Kuala Lipis,Bandar Baru Kuala Lipis,Kuala Lipis,Lipis,27200,Pahang,0,0,,,,,,,,,,MD Lipis,Pasar Tani
Pasar Panas Jengka,Bandar Tun Abdul Razak Jengka,Bandar Jengka,Maran,26400,Pahang,3.743184,102.543715,,,,,,,,,,MD Maran,Pasar Awam
Pasar Malam Jengka,Bandar Tun Abdul Razak Jengka,Bandar Jengka,Maran,26400,Pahang,3.763606,102.548919,,,,,,,,,,MD Maran,Pasar Malam
Pasar Tani Jengka,Bandar Tun Abdul Razak Jengka,Bandar Jengka,Maran,26400,Pahang,3.771142,102.546709,,,,,,,,,,MD Maran,Pasar Tani
Pekan Sehari Maran,Bandar Maran,Bandar Maran,Maran,26500,Pahang,3.583276,102.776614,,,,,,,,,,MD Maran,Pasar Awam
Pasar Malam Maran,Bandar Maran,Bandar Maran,Maran,26500,Pahang,3.583276,102.776614,,,,,,,,,,MD Maran,Pasar Malam
Pasar Tani Maran,Bandar Maran,Bandar Maran,Maran,26500,Pahang,3.583276,102.776614,,,,,,,,,,MD Maran,Pasar Tani
Pasar Malam Pekan Tajau,Pekan Tajau,Pekan Tajau,Maran,26500,Pahang,3.557631,102.689255,,,,,,,,,,MD Maran,Pasar Malam
Pasar Malam Sungai Jerik,Pekan Sungai Jerik,Pekan Sungai Jerik,Maran,27080,Pahang,3.780013,102.643179,,,,,,,,,,MD Maran,Pasar Malam
Pasar Malam Pekan Awah,Pekan Awah,Pekan Awah,Maran,28070,Pahang,3.49301,102.532654,,,,,,,,,,MD Maran,Pasar Malam
Pasar Malam Pekan Sri Jaya,Pekan Sri Jaya,Pekan Sri Jaya,Maran,26070,Pahang,3.670233,102.871716,,,,,,,,,,MD Maran,Pasar Malam
Pekan Sehari Chenor,Pekan Chenor,Pekan Chenor,Maran,28100,Pahang,3.479164,102.591645,,,,,,,,,,MD Maran,Pasar Awam
Pasar Besar Pekan,Jalan Ahmad,Pekan,Pekan,26600,Pahang,0,0,,,,,,,,,,MD Pekan,Pasar Awam
Pekan Sehari Bandar Pekan,Jalan Rompin Lama,Pekan,Pekan,26600,Pahang,0,0,,,,,,,,,,MD Pekan,Pasar Malam
Pekan Sehari Dato' Shahbandar,Kampung Jambu,Pekan,Pekan,26600,Pahang,0,0,,,,,,,,,,MD Pekan,Pasar Malam
Pekan Sehari Kelat Rendang,Kampung Pekan Seberang,Pekan,Pekan,26600,Pahang,0,0,,,,,,,,,,MD Pekan,Pasar Malam
Pekan Sehari Peramu Jaya 3,Peramu Jaya 3,Pekan,Pekan,26600,Pahang,0,0,,,,,,,,,,MD Pekan,Pasar Malam
Pekan Sehari Taman Tasik,Taman Tasik Sultan Abu Bakar,Pekan,Pekan,26600,Pahang,0,0,,,,,,,,,,MD Pekan,Pasar Malam
Pasar Tani Peramu Jaya 3,Peramu Jaya 3,Pekan,Pekan,26600,Pahang,0,0,,,,,,,,,,MD Pekan,Pasar Tani
Pasar Tani Bandar Pekan,Jalan Rompin Lama,Pekan,Pekan,26600,Pahang,0,0,,,,,,,,,,MD Pekan,Pasar Tani
Pasar Tani Bandar Pekan 2,Jalan Rompin Lama,Pekan,Pekan,26600,Pahang,0,0,,,,,,,,,,MD Pekan,Pasar Tani
Pasar Tani Bandar Dara Chini,Bandar Dara,Chini,Pekan,26690,Pahang,0,0,,,,,,,,,,MD Pekan,Pasar Tani
Pasar Awam Chini,Bandar Dara,Chini,Pekan,26690,Pahang,0,0,,,,,,,,,,MD Pekan,Pasar Awam
Pasar Malam Sungai Lui,Kg Sungai Lui,Raub,Raub,27600,Pahang,"3��48'""N","101��50'""E",,,,,,,,,,MD Raub,Pasar Malam
Pasar Pagi Sungai Ruan,Kg Sungai Ruan,Sungai Ruan,Raub,27500,Pahang,"3��48'""N","101��56'""E",,,,,,,,,,MD Raub,Pasar Pagi
Pasar Pagi Dong,Dong,Dong,Raub,27400,Pahang,"3��53'""N","101��53'""E",,,,,,,,,,MD Raub,Pasar Pagi
Pasar Malam Taman Kemajuan,Taman Kemajuan,Raub,Raub,27600,Pahang,"3��48'""N","101��51'""E",,,,,,,,,,MD Raub,Pasar Malam
Pasar Malam Cheroh,Kg Cheroh,Cheroh,Raub,27610,Pahang,"3��54'""N","101��48'""E",,,,,,,,,,MD Raub,Pasar Malam
Pasar Malam Bukit Koman,Bukit Koman,Raub,Raub,27600,Pahang,"3��48'""N","101��51'""E",,,,,,,,,,MD Raub,Pasar Malam
Pasar Malam Sungai Ruan,Kg Sungai Ruan,Sungai Ruan,Raub,27500,Pahang,"3��48'""N","101��56'""E",,,,,,,,,,MD Raub,Pasar Malam
Pasar Pagi Ahad,Bandar Raub,Raub,Raub,27600,Pahang,"3��47'""N","101��51'""E",,,,,,,,,,MD Raub,Pasar Pagi
Pasar Malam Sungai Klau,Kg Sungai Klau,Sungai Ruan,Raub,27500,Pahang,"3��44'""N","101��58'""E",,,,,,,,,,MD Raub,Pasar Malam
Pasar Besar Raub,Bandar Raub,Raub,Raub,27600,Pahang,"3��47'""N","101��51'""E",,,,,,,,,,MD Raub,Pasar Awam
Pasar Kampung Tras,Kg Tras,Tras,Raub,27600,Pahang,"3��44'""N","101��48'""E",,,,,,,,,,MD Raub,Pasar Awam
Pasar Kg Sungai Lui,Kg Sungai Lui,Sungai Lui,Raub,27600,Pahang,"3��48'""N","101��50'""E",,,,,,,,,,MD Raub,Pasar Awam
Pasar Cheroh,Kg Cheroh,Cheroh,Raub,27610,Pahang,"3��54'""N","101��48'""E",,,,,,,,,,MD Raub,Pasar Awam
Pasar Sempalit,Sempalit,Sempalit,Raub,27600,Pahang,"3��47'""N","101��52'""E",,,,,,,,,,MD Raub,Pasar Awam
Pasar Bukit Koman,Bukit Koman,Bukit Koman,Raub,27600,Pahang,"3��49'""N","101��50'""E",,,,,,,,,,MD Raub,Pasar Awam
Pasar Sungai Ruan,Kg Sungai Ruan,Sugai Ruan,Raub,27500,Pahang,"3��48'""N","101��56'""E",,,,,,,,,,MD Raub,Pasar Awam
Pasar Sungai Klau,Kg Sungai Klau,Sungai Klau,Raub,27500,Pahang,"3��44'""N","101��58'""E",,,,,,,,,,MD Raub,Pasar Awam
Pasar Awam Temerloh,Jalan Pasar,Temerloh,Temerloh,28000,Pahang,3.454094,102.416152,,,,,,,,,,MP Temerloh,Pasar Awam
Pasar Awam Mentakab,Jalan Pasar,Mentakab,Temerloh,28400,Pahang,3.485707,102.351739,,,,,,,,,,MP Temerloh,Pasar Awam
Pasar Awam Kuala Krau,Jalan Pasar,Kuala Krau,Temerloh,28050,Pahang,3.710878,102.36763,,,,,,,,,,MP Temerloh,Pasar Awam
Pasar Awam Lanchang,Jalan Datuk Bahaman,Lanchang,Temerloh,28500,Pahang,3.501917,102.184227,,,,,,,,,,MP Temerloh,Pasar Awam
Pasar Malam Temerloh,Jalan Lurah Semantan,Temerloh,Temerloh,28000,Pahang,3.448761,102.422895,,,,,,,,,,MP Temerloh,Pasar Malam
Pasar Malam Mentakab,Jalan Mok Hee Kiang,Mentakab,Temerloh,28400,Pahang,3.485364,102.347684,,,,,,,,,,MP Temerloh,Pasar Malam
Pasar Malam Lanchang,Jalan Datuk Bahaman,Lanchang,Temerloh,28500,Pahang,3.50067,102.183809,,,,,,,,,,MP Temerloh,Pasar Malam
Pasar Malam Kuala Krau,Jalan Temerloh Jerantut,Kuala Krau,Temerloh,28050,Pahang,3.710382,102.367371,,,,,,,,,,MP Temerloh,Pasar Malam
Pekan Sehari Temerloh,Jalan Lurah Semantan,Temerloh,Temerloh,28000,Pahang,3.449739,102.422493,,,,,,,,,,MP Temerloh,Pasar Tani
PASAR TANI STADIUM IPOH,"JALAN KOMPLEKS SUKAN, TAMAN IPOH",IPOH,,31400,Perak,,,,SABTU,,800,1200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR TANI
PASAR TANI PENGKALAN PEGOH,"JALAN BUKIT MERAH, KAMPUNG PENGKALAN PEGOH",LAHAT,,31650,Perak,,,,SABTU,,800,1200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR TANI
PASAR TANI MEDAN GOPENG,"11A, MEDAN GOPENG 4, MEDAN GOPENG",GOPENG,,31350,Perak,,,,AHAD,,800,1200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR TANI
"PASAR TANI TAMAN KLEDANG JAYA, SILIBIN",PASAR TANI SILIBIN AHAD,IPOH,,30100,Perak,,,,AHAD,,800,1200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR TANI
PASAR PAGI TAMAN KLEBANG JAYA RUKUN,"1, LALUAN KLEBANG JAYA 8, TAMAN KLEBANG JAYA",CHEMOR,,31200,Perak,,,,SETIAP HARI,,800,1200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR PAGI
PASAR PAGI BANDAR SIBER,"75A, LEBUH LAPANGAN SIBER 1, BANDAR CYBER IPOH",SERI BOTANI,,31350,Perak,,,,SETIAP HARI,,800,1200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR PAGI
PASAR MALAM TASEK DAMAI,JALAN TAWAS BARU 6,IPOH,,30010,Perak,,,,ISNIN,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM TAMAN PERPADUAN,TINGKAT PERPADUAN 1,IPOH,,31400,Perak,,,,SELASA,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM TAMAN JATI,"1243, JALAN JATI, TAMAN MERU 3C",IPOH,,30020,Perak,,,,SELASA,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM TAMANBARU PUTRA,"27, MEDAN PUTRA 1, BANDAR BARU PUTRA",IPOH,,31400,Perak,,,,RABU,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM TAMAN BERCHAM RAYA,"2, DATARAN PERPADUAN 12, TAMAN BERCHAM JAYA",ULU KINTA,,31150,Perak,,,,SABTU,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM TAMAN ANDA,0,IPOH,,31400,Perak,,,,SABTU,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM BANDAR BARU MENGLEMBU,"70, PERSIARAN KLEDANG TIMUR 17A, TAMAN BANDAR BARU",IPOH,,31450,Perak,,,,SELASA & KHAMIS,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM TAMAN AMPANG,0,IPOH,,31350,Perak,,,,JUMAAT,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM TAMAN RASI,"JALAN MENGLEMBU UTARA 1, TAMAN GELOMBANG",MENGLEMBU,,31450,Perak,,,,SELASA,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM TAMAN RAPAT SETIA BARU,"JALAN TEOH KIM SWEE, TAMAN RAPAT SETIA BARU",IPOH,,31350,Perak,,,,RABU,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM SRI RAPAT,"JALAN HARILELA 1A, TAMAN SRI WAN",IPOH,,31350,Perak,,,,KHAMIS,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM SILIBIN,"437-453, JALAN SILIBIN, TAMAN SRI WAN",IPOH,,30100,Perak,,,,ISNIN & KHAMIS,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM CHEMOR,"048, Hala Chemor 1, 31200 Chemor, Perak",CHEMOR,,31200,Perak,,,,JUMAAT,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM SRI KINTA,"28, JALAN SRI KINTA 15, KAMPUNG SRI KINTA",IPOH,,31650,Perak,,,,SABTU,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM TAMAN TEMARA,JALAN PENGKALAN BARAT 18,IPOH,,31650,Perak,,,,JUMAAT,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM DESA AMAN,"NO 1, HALA PEGOH AMAN 3, TAMAN DESA AMAN",IPOH,,31650,Perak,,,,AHAD,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM TAMAN BERSATU,0,IPOH,,31350,Perak,,,,JUMAAT,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM PEKAN RAZAKI,0,IPOH,,31350,Perak,,,,JUMAAT,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM BANDAR LAHAT BARU,0,LAHAT,,30200,Perak,,,,SELASA,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM STATION 18,"SUSUNAN STESEN 18, TAMAN PENGKALAN JAYA",IPOH,,31650,Perak,,,,ISNIN,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM BERCHAM,"HALA BERCHAM TIMUR 11, TAMAN PAKATAN",IPOH,,31400,Perak,,,,RABU,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM TAMAN RASI JAYA,0,MENGLEMBU,,31450,Perak,,,,JUMAAT,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM SPPK,"JALAN PEGOH, TAMAN, PENGKALAN JAYA",IPOH,,31650,Perak,,,,SELASA,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM GUNUNG RAPAT,"27, SELASAR ROKAM 11, TAMAN IPOH JAYA",IPOH,,31350,Perak,,,,ISNIN,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM TAMBUN,"JALAN TAMBUN, SUNWAY CITY",IPOH,,31400,Perak,,,,ISNIN,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM SOON CHOON,0,IPOH,,31350,Perak,,,,SABTU,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM PERSIARAN PUTRA 4,BANDAR BARU PUTRA,IPOH,,31200,Perak,,,,JUMAAT,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM KLEBANG JAYA,0,CHEMOR,,31200,Perak,,,,RABU,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM KLEBANG JAYA,0,CHEMOR,,31201,Perak,,,,AHAD,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM KLEBANG RESTU,0,CHEMOR,,31200,Perak,,,,JUMAAT,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM TAMAN MAS,0,CHEMOR,,31200,Perak,,,,KHAMIS,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM MERU PERMAI,LENGKOK MERU PERMAI 1 & 2,IPOH,Kinta Utara,30020,Perak,,,,RABU,4-8pm,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM BANDAR BARU MENGLEMBU,MENGLEMBU,IPOH,,30200,Perak,,,,ISNIN,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM BANDAR BARU MEDAN IPOH,0,IPOH,,31400,Perak,,,,SELASA,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM SIMPANG PULAI,"79, PERSIARAN SENGAT BARU 2, TAMAN BERSATU",IPOH,,31300,Perak,,,,SELASA,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM TAMAN SPPK,"JALAN PEGOH, TAMAN PENGKALAN JAYA",IPOH,,31650,Perak,,,,KHAMIS,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM TAMAN IPOH TIMUR,"13, JALAN MEDAN IPOH 6, TAMAN IPOH TIMUR",IPOH,,31400,Perak,,,,SABTU,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM TAMAN RASI,0,IPOH,,31350,Perak,,,,SABTU,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM TAMAN PERTAMA,"JALAN TAMAN NG WENG HUP, TAMAN PERTAMA",IPOH,,30100,Perak,,,,JUMAAT,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
"PASAR MALAM DESA KENCANA, BERCHAM",0,IPOH,,31400,Perak,,,,AHAD,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM BANDAR BARU CYBER,0,IPOH,,31350,Perak,,,,RABU,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM TAMAN TANJUNG PERDANA,0,IPOH,,31250,Perak,,,,ISNIN,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM DESA PINJI,0,IPOH,,31650,Perak,,,,KHAMIS,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR MALAM MEDAN GOPENG,"11 A, MEDAN GOPENG 4, MEDAN GOPENG",IPOH,,31350,Perak,,,,AHAD,,1700,2200,,,TIDAK DINYATAKAN,,MAJLIS BANDARAYA IPOH,PASAR MALAM
PASAR BESAR IPOH,JALAN DATO ONN JAAFAR,IPOH,,30300,Perak,,,,SETIAP HARI,,600,1300,,,808,,MAJLIS BANDARAYA IPOH,PASAR AWAM
BUNTONG,KAMPUNG BARU BUNTONG,IPOH,,30100,Perak,,,,SETIAP HARI,,600,1300,,,258,,MAJLIS BANDARAYA IPOH,PASAR AWAM
FALIM,FALIM,IPOH,,30200,Perak,,,,SETIAP HARI,,600,1300,,,21,,MAJLIS BANDARAYA IPOH,PASAR AWAM
GUNUNG RAPAT,JALAN RAJA MUSA MAHADI,IPOH,,31350,Perak,,,,SETIAP HARI,,600,1300,,,172,,MAJLIS BANDARAYA IPOH,PASAR AWAM
KAMPUNG SIMEE,JALAN KAMPUNG SIMEE,IPOH,,31400,Perak,,,,SETIAP HARI,,600,1300,,,214,,MAJLIS BANDARAYA IPOH,PASAR AWAM
MENGLEMBU,JALAN MENGLEMBU,MENGLEMBU,,31450,Perak,,,,SETIAP HARI,,600,1300,,,409,,MAJLIS BANDARAYA IPOH,PASAR AWAM
PASIR PINJI,JALAN SULTAN,IPOH,,31650,Perak,,,,SETIAP HARI,,600,1300,,,180,,MAJLIS BANDARAYA IPOH,PASAR AWAM
PASIR PUTEH,JALAN PASIR PUTEH,IPOH,,31650,Perak,,,,SETIAP HARI,,600,1300,,,109,,MAJLIS BANDARAYA IPOH,PASAR AWAM
TAMAN CANNING,TAMAN CANNING,IPOH,,31400,Perak,,,,SETIAP HARI,,600,1300,,,51,,MAJLIS BANDARAYA IPOH,PASAR AWAM
BUKIT MERAH,KAMPUNG BARU BUKIT MERAH,LAHAT,,31500,Perak,,,,SETIAP HARI,,600,1300,,,52,,MAJLIS BANDARAYA IPOH,PASAR AWAM
AMPANG BARU,KAMPUNG AMPANG BARU,IPOH,,31350,Perak,,,,SETIAP HARI,,600,1300,,,40,,MAJLIS BANDARAYA IPOH,PASAR AWAM
BERCHAM,KAMPUNG BERCHAM,IPOH,,31400,Perak,,,,SETIAP HARI,,600,1300,,,241,,MAJLIS BANDARAYA IPOH,PASAR AWAM
KAMPUNG TAWAS,KAMPUNG TAWAS,IPOH,,30010,Perak,,,,SETIAP HARI,,600,1300,,,119,,MAJLIS BANDARAYA IPOH,PASAR AWAM
PASAR BORONG,JALAN KUALA PARI,FALIM,,30200,Perak,,,,SETIAP HARI,,600,1800,,,300,,MAJLIS BANDARAYA IPOH,PASAR AWAM
TAMBUN,JALAN TAMBUN,IPOH,,31400,Perak,,,,SETIAP HARI,,600,1300,,,20,,MAJLIS BANDARAYA IPOH,PASAR AWAM
JELAPANG,KAMPUNG BARU JELAPANG,IPOH,,30020,Perak,,,,SETIAP HARI,,600,1300,,,140,,MAJLIS BANDARAYA IPOH,PASAR AWAM
TANJUNG RAMBUTAN,JALAN TG RAMBUTAN,TANJUNG RAMBUTAN,,31250,Perak,,,,SETIAP HARI,,600,1300,,,149,,MAJLIS BANDARAYA IPOH,PASAR AWAM
SIMPANG PULAI,KAMPUNG BARU SIMPANG PULAI,KAMPUNG KEPAYANG,,31300,Perak,,,,SETIAP HARI,,600,1300,,,57,,MAJLIS BANDARAYA IPOH,PASAR AWAM
CHEMOR,KAMPUNG BARU CHEMOR,CHEMOR,,31200,Perak,,,,SETIAP HARI,,600,1300,,,38,,MAJLIS BANDARAYA IPOH,PASAR AWAM
GERAI DI PASAR AULONG,COUNCILLOR SQUARE AULONG,TAIPING,,34000,Perak,,,,AHAD- SABTU,,800,1600,,,33,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
GERAI PASAR RUMAH HIJAU,KAWASAN RUMAH HIJAU,TAIPING,,34000,Perak,,,,AHAD- SABTU,,800,1200,,,10,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
PASAR AULONG,COUNCILLOR SQUARE AULONG,TAIPING,,34000,Perak,,,,AHAD- SABTU,,700,1230,,,69,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
PASAR AYAM TAIPING,HALAMAN PASAR,TAIPING,,34000,Perak,,,,AHAD- SABTU,,600,1230,,,15,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
PASAR BARU AULONG,AULONG,TAIPING,,34000,Perak,,,,AHAD- SABTU,,700,1800,,,34,,MAJLIS PERBANDARAN TAIPING,PASAR PAGI
